id,booking_time,room_type,price,reservation_type,check_in_time,check_out_time,adults,children,night_stay,name,country_code,identity_number,age,gender,phone,email
149,2024-04-02,Regular,1000000,OTA-Booking.com,2024-04-22 17:00:00,2024-05-07 02:00:00,2,0,14,Guest 3177,TH,76865377,21,Male,+62-1712567,guest3269@example.com
150,2023-09-12,Deluxe,1500000,OTA-Booking.com,2023-10-08 16:00:00,2023-10-21 23:00:00,4,2,13,Guest 1714,SG,41804940,28,Male,+62-7026220,guest9898@example.com
151,2024-01-24,Regular,1000000,Walk-in,2024-01-27 15:00:00,2024-02-01 23:00:00,3,2,5,Guest 8665,TH,35791223,61,Male,+62-6430714,guest9948@example.com
152,2021-05-02,Suite,2500000,OTA-Booking.com,2021-06-01 16:00:00,2021-06-10 23:00:00,1,0,9,Guest 9849,MY,11142399,41,Female,+62-2206487,guest1618@example.com
153,2020-11-25,Fancy,2000000,Walk-in,2020-12-04 18:00:00,2020-12-08 04:00:00,4,1,3,Guest 5460,MY,48707215,63,Female,+62-9566399,guest9156@example.com
154,2023-06-17,Fancy,2000000,OTA-Tiket.com,2023-07-07 18:00:00,2023-07-13 05:00:00,3,0,5,Guest 4540,SG,45285502,62,Male,+62-1024383,guest5469@example.com
155,2020-07-19,Fancy,2000000,OTA-Booking.com,2020-08-04 15:00:00,2020-08-08 00:00:00,3,0,3,Guest 2197,TH,43500870,49,Female,+62-5501963,guest8117@example.com
156,2023-08-21,Presidential,3000000,OTA-Tiket.com,2023-09-05 17:00:00,2023-09-10 01:00:00,4,0,4,Guest 8772,MY,12825563,18,Female,+62-9289909,guest9713@example.com
157,2022-09-30,Regular,1000000,OTA-Booking.com,2022-10-10 16:00:00,2022-10-17 02:00:00,3,1,6,Guest 7452,PH,78090824,62,Female,+62-5365762,guest3401@example.com
158,2021-02-07,Fancy,2000000,Walk-in,2021-02-08 17:00:00,2021-02-23 02:00:00,3,2,14,Guest 7763,SG,59575416,62,Male,+62-7711035,guest8432@example.com
159,2024-10-26,Regular,1000000,OTA-Traveloka,2024-11-08 14:00:00,2024-11-13 00:00:00,4,0,4,Guest 3511,ID,76715141,32,Male,+62-9236700,guest8617@example.com
160,2021-01-31,Suite,2500000,OTA-Traveloka,2021-02-14 14:00:00,2021-02-23 22:00:00,4,2,9,Guest 8487,SG,93859878,31,Female,+62-6473112,guest2253@example.com
161,2023-11-03,Deluxe,1500000,OTA-Booking.com,2023-11-20 17:00:00,2023-11-28 03:00:00,1,1,7,Guest 9428,SG,32837120,41,Female,+62-6262111,guest4156@example.com
162,2020-04-27,Fancy,2000000,OTA-Traveloka,2020-05-12 14:00:00,2020-05-26 00:00:00,3,2,13,Guest 5970,SG,51516155,30,Female,+62-2807464,guest3547@example.com
163,2021-11-24,Standard,500000,OTA-Booking.com,2021-12-19 14:00:00,2021-12-27 21:00:00,4,0,8,Guest 4164,TH,33444977,62,Male,+62-8578572,guest9206@example.com
164,2020-02-11,Suite,2500000,OTA-Traveloka,2020-03-07 14:00:00,2020-03-08 21:00:00,2,2,1,Guest 8506,TH,39648579,20,Male,+62-5773601,guest1515@example.com
165,2022-01-04,Presidential,3000000,Walk-in,2022-01-24 14:00:00,2022-01-25 23:00:00,1,1,1,Guest 8897,TH,64469857,52,Male,+62-3634802,guest9973@example.com
166,2020-11-23,Family,1000000,OTA-Traveloka,2020-12-17 18:00:00,2020-12-30 05:00:00,2,1,12,Guest 9936,PH,56874427,28,Male,+62-6669482,guest4681@example.com
167,2023-08-26,Standard,500000,OTA-Traveloka,2023-09-23 14:00:00,2023-09-26 22:00:00,4,0,3,Guest 9301,TH,36657422,60,Female,+62-9265972,guest3513@example.com
168,2023-04-09,Presidential,3000000,OTA-Traveloka,2023-05-03 16:00:00,2023-05-07 00:00:00,4,1,3,Guest 6592,MY,70717520,60,Male,+62-2379455,guest6445@example.com
169,2020-04-26,Presidential,3000000,OTA-Tiket.com,2020-05-02 16:00:00,2020-05-12 01:00:00,2,1,9,Guest 2817,PH,52058517,29,Female,+62-9124831,guest5973@example.com
170,2023-12-30,Family,1000000,Group Travel Agent,2024-01-08 16:00:00,2024-01-13 03:00:00,3,1,4,Guest 6652,TH,53445435,31,Female,+62-5524579,guest5149@example.com
171,2023-12-27,Suite,2500000,OTA-Booking.com,2024-01-11 18:00:00,2024-01-14 01:00:00,4,2,2,Guest 3320,MY,34785149,63,Male,+62-8149782,guest7636@example.com
172,2023-04-05,Fancy,2000000,Walk-in,2023-04-16 17:00:00,2023-04-29 01:00:00,3,2,12,Guest 5183,MY,66714397,31,Male,+62-7298669,guest7870@example.com
173,2023-07-19,Deluxe,1500000,Group Travel Agent,2023-08-17 15:00:00,2023-08-20 02:00:00,4,0,2,Guest 1190,SG,45769672,53,Male,+62-4635025,guest1999@example.com
174,2023-09-10,Regular,1000000,Group Travel Agent,2023-09-12 16:00:00,2023-09-18 02:00:00,1,0,5,Guest 8214,MY,15553395,28,Female,+62-7311628,guest6818@example.com
175,2023-06-29,Fancy,2000000,Walk-in,2023-07-06 18:00:00,2023-07-10 04:00:00,4,1,3,Guest 1567,SG,51332861,23,Female,+62-7332359,guest9153@example.com
176,2023-12-03,Fancy,2000000,Walk-in,2023-12-09 15:00:00,2023-12-18 23:00:00,1,1,9,Guest 8929,SG,20576612,61,Female,+62-9719912,guest1333@example.com
177,2022-03-26,Fancy,2000000,OTA-Tiket.com,2022-04-10 15:00:00,2022-04-15 23:00:00,3,2,5,Guest 8048,TH,81880878,26,Female,+62-9374080,guest8442@example.com
178,2022-12-25,Standard,500000,Walk-in,2022-12-26 18:00:00,2023-01-01 04:00:00,2,1,5,Guest 6821,MY,78492522,45,Male,+62-6866261,guest1973@example.com
179,2021-05-30,Fancy,2000000,OTA-Booking.com,2021-06-02 15:00:00,2021-06-11 23:00:00,2,1,9,Guest 4761,MY,60808784,25,Female,+62-3154252,guest9767@example.com
180,2020-07-17,Standard,500000,OTA-Traveloka,2020-08-09 18:00:00,2020-08-23 02:00:00,1,1,13,Guest 2376,MY,99185382,41,Male,+62-2792604,guest7806@example.com
181,2023-12-30,Suite,2500000,OTA-Booking.com,2023-12-31 17:00:00,2024-01-05 00:00:00,3,0,4,Guest 7272,PH,22637850,53,Male,+62-5783217,guest6359@example.com
182,2020-07-18,Presidential,3000000,Group Travel Agent,2020-08-11 18:00:00,2020-08-22 03:00:00,4,0,10,Guest 8621,ID,93839632,53,Female,+62-2366184,guest2528@example.com
183,2023-12-07,Regular,1000000,OTA-Booking.com,2023-12-20 15:00:00,2024-01-01 01:00:00,1,2,11,Guest 5510,PH,47086550,22,Male,+62-3256655,guest8104@example.com
184,2019-12-28,Family,1000000,OTA-Traveloka,2020-01-04 14:00:00,2020-01-18 22:00:00,4,1,14,Guest 6935,TH,47515156,25,Male,+62-7430819,guest5163@example.com
185,2023-09-17,Suite,2500000,OTA-Tiket.com,2023-09-25 17:00:00,2023-10-04 03:00:00,4,1,8,Guest 5617,MY,13179328,38,Female,+62-1872458,guest2281@example.com
186,2022-02-01,Family,1000000,Walk-in,2022-02-05 18:00:00,2022-02-16 02:00:00,2,0,10,Guest 9407,MY,51507183,43,Male,+62-9433918,guest9536@example.com
187,2023-07-26,Suite,2500000,OTA-Traveloka,2023-08-11 16:00:00,2023-08-23 03:00:00,1,2,11,Guest 3671,TH,19831973,48,Female,+62-3948262,guest6038@example.com
188,2022-11-26,Presidential,3000000,OTA-Tiket.com,2022-12-24 18:00:00,2022-12-29 01:00:00,4,1,4,Guest 8310,MY,27019571,56,Female,+62-5042781,guest8279@example.com
189,2020-11-29,Fancy,2000000,OTA-Tiket.com,2020-12-17 15:00:00,2020-12-30 22:00:00,2,2,13,Guest 5933,MY,61438715,23,Male,+62-4056323,guest8724@example.com
190,2023-06-17,Regular,1000000,Walk-in,2023-07-03 16:00:00,2023-07-05 01:00:00,2,2,1,Guest 3787,TH,28107431,53,Male,+62-8862718,guest4467@example.com
191,2023-09-21,Regular,1000000,OTA-Tiket.com,2023-09-27 16:00:00,2023-10-04 02:00:00,1,1,6,Guest 8172,TH,86357606,31,Male,+62-5617176,guest3540@example.com
192,2020-01-11,Regular,1000000,OTA-Booking.com,2020-01-26 14:00:00,2020-02-05 00:00:00,2,0,9,Guest 7324,ID,89296716,45,Male,+62-9235396,guest4822@example.com
193,2023-08-23,Presidential,3000000,Group Travel Agent,2023-09-16 16:00:00,2023-09-18 00:00:00,2,0,1,Guest 8170,TH,26992047,65,Male,+62-5662918,guest8437@example.com
194,2021-01-26,Deluxe,1500000,OTA-Tiket.com,2021-02-09 15:00:00,2021-02-13 22:00:00,1,2,4,Guest 3842,SG,42762999,34,Male,+62-4810129,guest2626@example.com
195,2021-10-31,Deluxe,1500000,OTA-Traveloka,2021-11-09 18:00:00,2021-11-24 02:00:00,3,1,14,Guest 6159,PH,31726842,32,Female,+62-3972807,guest2648@example.com
196,2024-10-27,Presidential,3000000,OTA-Booking.com,2024-11-11 14:00:00,2024-11-16 01:00:00,3,0,4,Guest 2610,PH,22680439,53,Female,+62-4333767,guest9057@example.com
197,2023-12-26,Standard,500000,OTA-Traveloka,2024-01-11 18:00:00,2024-01-17 03:00:00,3,2,5,Guest 6000,ID,75521825,30,Female,+62-4431545,guest8310@example.com
198,2020-04-05,Fancy,2000000,Group Travel Agent,2020-05-03 18:00:00,2020-05-05 05:00:00,1,1,1,Guest 8985,TH,54838334,64,Male,+62-4010819,guest9577@example.com
199,2021-04-08,Regular,1000000,Walk-in,2021-04-19 15:00:00,2021-04-20 23:00:00,3,2,1,Guest 6822,PH,77643599,27,Female,+62-6803607,guest9264@example.com
200,2024-06-17,Regular,1000000,Walk-in,2024-06-25 18:00:00,2024-07-08 01:00:00,2,1,12,Guest 9807,MY,42220528,19,Male,+62-3772991,guest1790@example.com
201,2021-04-23,Presidential,3000000,OTA-Traveloka,2021-04-27 14:00:00,2021-05-04 22:00:00,4,2,7,Guest 3794,PH,88715945,32,Male,+62-4036013,guest6834@example.com
202,2024-04-16,Presidential,3000000,OTA-Booking.com,2024-04-23 16:00:00,2024-05-04 02:00:00,1,0,10,Guest 5074,SG,77239028,43,Female,+62-1399832,guest6226@example.com
203,2023-07-28,Family,1000000,OTA-Booking.com,2023-08-24 17:00:00,2023-09-08 03:00:00,4,1,14,Guest 7932,SG,80997435,43,Female,+62-9351452,guest2894@example.com
204,2021-10-10,Family,1000000,OTA-Booking.com,2021-10-12 18:00:00,2021-10-21 02:00:00,4,1,8,Guest 3224,SG,24940611,46,Female,+62-5607150,guest2257@example.com
205,2021-06-13,Family,1000000,Walk-in,2021-06-20 16:00:00,2021-06-29 00:00:00,1,2,8,Guest 3732,ID,29703958,36,Female,+62-9420915,guest2250@example.com
206,2021-02-07,Suite,2500000,OTA-Booking.com,2021-03-04 15:00:00,2021-03-09 23:00:00,2,1,5,Guest 9508,TH,60464969,54,Male,+62-3370802,guest1649@example.com
207,2020-05-03,Regular,1000000,Walk-in,2020-05-10 17:00:00,2020-05-18 02:00:00,3,0,7,Guest 9623,MY,35595032,63,Male,+62-4503075,guest9735@example.com
208,2021-04-11,Standard,500000,Walk-in,2021-04-30 18:00:00,2021-05-13 05:00:00,3,2,12,Guest 7252,ID,19165049,43,Male,+62-7476130,guest3900@example.com
209,2021-07-28,Deluxe,1500000,OTA-Tiket.com,2021-07-30 14:00:00,2021-08-10 22:00:00,4,1,11,Guest 6992,MY,20111472,65,Male,+62-7251364,guest8165@example.com
210,2023-04-01,Fancy,2000000,OTA-Booking.com,2023-04-04 17:00:00,2023-04-18 00:00:00,2,1,13,Guest 7614,SG,77145597,25,Female,+62-5016002,guest4992@example.com
211,2021-01-09,Suite,2500000,OTA-Traveloka,2021-01-17 18:00:00,2021-01-22 02:00:00,1,2,4,Guest 2130,PH,70596159,29,Female,+62-2776425,guest2057@example.com
212,2020-11-22,Presidential,3000000,OTA-Traveloka,2020-12-11 14:00:00,2020-12-13 22:00:00,4,0,2,Guest 2139,ID,64383841,19,Female,+62-8578001,guest7671@example.com
213,2021-02-18,Presidential,3000000,Walk-in,2021-03-09 17:00:00,2021-03-22 01:00:00,4,0,12,Guest 1976,PH,86407623,33,Female,+62-9101643,guest6147@example.com
214,2024-03-25,Deluxe,1500000,OTA-Traveloka,2024-04-12 16:00:00,2024-04-26 23:00:00,1,0,14,Guest 6982,PH,85235850,45,Male,+62-3288476,guest7381@example.com
215,2020-06-28,Regular,1000000,OTA-Traveloka,2020-07-25 15:00:00,2020-08-05 01:00:00,4,1,10,Guest 8002,ID,99916704,49,Male,+62-1066019,guest6995@example.com
216,2021-11-14,Fancy,2000000,OTA-Traveloka,2021-11-17 15:00:00,2021-11-29 22:00:00,3,2,12,Guest 8158,PH,61554016,40,Female,+62-7633011,guest1340@example.com
217,2024-11-08,Suite,2500000,OTA-Traveloka,2024-11-16 14:00:00,2024-11-27 01:00:00,2,1,10,Guest 4110,PH,84785156,18,Female,+62-9066781,guest7539@example.com
218,2024-01-14,Presidential,3000000,OTA-Traveloka,2024-01-23 16:00:00,2024-01-26 00:00:00,3,0,2,Guest 4344,PH,21499910,34,Male,+62-7035737,guest1631@example.com
219,2022-01-14,Regular,1000000,OTA-Tiket.com,2022-02-13 16:00:00,2022-02-27 02:00:00,2,0,13,Guest 6630,MY,60464776,20,Male,+62-4142468,guest5514@example.com
220,2024-01-21,Regular,1000000,OTA-Booking.com,2024-01-24 18:00:00,2024-02-02 03:00:00,3,1,8,Guest 1826,SG,80315383,62,Male,+62-1044319,guest6701@example.com
221,2023-05-30,Standard,500000,OTA-Booking.com,2023-06-19 16:00:00,2023-06-28 00:00:00,3,0,8,Guest 9709,MY,11920825,20,Male,+62-6256333,guest9297@example.com
222,2024-06-13,Regular,1000000,OTA-Booking.com,2024-06-24 14:00:00,2024-06-27 01:00:00,2,1,2,Guest 1300,TH,25478433,27,Female,+62-4812381,guest7794@example.com
223,2023-09-10,Fancy,2000000,Group Travel Agent,2023-09-16 17:00:00,2023-09-18 00:00:00,1,0,1,Guest 6232,SG,81846132,57,Male,+62-9232925,guest9854@example.com
224,2022-02-13,Suite,2500000,Walk-in,2022-03-07 18:00:00,2022-03-22 05:00:00,3,0,14,Guest 1036,ID,83593443,64,Female,+62-6038034,guest2620@example.com
225,2024-05-28,Regular,1000000,Walk-in,2024-06-09 15:00:00,2024-06-16 22:00:00,4,1,7,Guest 5947,PH,29435963,32,Female,+62-4917253,guest7902@example.com
226,2021-08-26,Regular,1000000,Group Travel Agent,2021-08-30 14:00:00,2021-09-07 00:00:00,3,2,7,Guest 8715,ID,64760193,64,Male,+62-2862164,guest9725@example.com
227,2024-10-21,Deluxe,1500000,Group Travel Agent,2024-11-08 15:00:00,2024-11-10 23:00:00,2,1,2,Guest 1033,SG,61896748,37,Female,+62-8494404,guest6349@example.com
228,2022-03-18,Suite,2500000,Walk-in,2022-04-05 14:00:00,2022-04-17 21:00:00,3,2,12,Guest 5041,SG,40603610,18,Male,+62-7748087,guest2990@example.com
229,2023-02-26,Deluxe,1500000,Group Travel Agent,2023-03-25 15:00:00,2023-04-02 01:00:00,4,2,7,Guest 5890,SG,88332839,54,Male,+62-2161022,guest1888@example.com
230,2022-03-17,Fancy,2000000,OTA-Booking.com,2022-04-09 14:00:00,2022-04-11 21:00:00,4,1,2,Guest 6465,ID,78955017,32,Female,+62-2866151,guest6402@example.com
231,2022-08-04,Deluxe,1500000,OTA-Traveloka,2022-08-12 14:00:00,2022-08-24 00:00:00,1,2,11,Guest 9040,TH,47167826,54,Female,+62-9481994,guest6866@example.com
232,2024-08-05,Fancy,2000000,Group Travel Agent,2024-09-04 16:00:00,2024-09-07 00:00:00,1,1,2,Guest 6315,ID,56713456,46,Female,+62-7070126,guest1643@example.com
233,2024-08-09,Presidential,3000000,Group Travel Agent,2024-08-12 16:00:00,2024-08-23 00:00:00,1,0,10,Guest 6941,MY,88914493,52,Female,+62-1540137,guest9057@example.com
234,2024-05-05,Family,1000000,OTA-Tiket.com,2024-05-25 17:00:00,2024-05-29 04:00:00,4,0,3,Guest 6656,TH,18794498,38,Male,+62-4752834,guest5818@example.com
235,2023-12-11,Suite,2500000,Group Travel Agent,2023-12-24 18:00:00,2023-12-29 02:00:00,2,2,4,Guest 6634,MY,96770367,44,Male,+62-3195230,guest9810@example.com
236,2022-06-28,Fancy,2000000,OTA-Traveloka,2022-07-04 14:00:00,2022-07-12 22:00:00,4,0,8,Guest 4156,ID,23146816,25,Male,+62-4668076,guest8027@example.com
237,2021-06-03,Standard,500000,Group Travel Agent,2021-06-22 18:00:00,2021-06-25 03:00:00,4,0,2,Guest 2160,SG,98475669,43,Female,+62-9138923,guest7171@example.com
238,2021-06-17,Deluxe,1500000,OTA-Traveloka,2021-06-19 16:00:00,2021-06-24 01:00:00,3,0,4,Guest 2796,SG,45684718,49,Male,+62-7251567,guest4203@example.com
239,2024-12-09,Deluxe,1500000,OTA-Booking.com,2024-12-27 14:00:00,2024-12-31 00:00:00,4,1,3,Guest 9954,MY,81031293,40,Female,+62-5691032,guest5529@example.com
240,2022-10-30,Standard,500000,Walk-in,2022-11-23 18:00:00,2022-12-02 01:00:00,2,1,8,Guest 4301,PH,54916031,49,Female,+62-5234773,guest8349@example.com
241,2023-05-05,Regular,1000000,Walk-in,2023-05-06 16:00:00,2023-05-12 23:00:00,1,0,6,Guest 2444,MY,27037366,59,Male,+62-1829551,guest8895@example.com
242,2020-06-09,Suite,2500000,OTA-Traveloka,2020-06-30 15:00:00,2020-07-03 22:00:00,3,0,3,Guest 8432,MY,48740535,32,Female,+62-4944362,guest9500@example.com
243,2021-08-06,Family,1000000,Walk-in,2021-09-05 16:00:00,2021-09-13 00:00:00,1,1,7,Guest 7645,TH,23441560,50,Male,+62-6609699,guest9337@example.com
244,2023-11-02,Presidential,3000000,Walk-in,2023-11-13 18:00:00,2023-11-15 05:00:00,2,0,1,Guest 8247,ID,45444880,37,Female,+62-5481584,guest6945@example.com
245,2022-03-11,Fancy,2000000,Walk-in,2022-04-05 17:00:00,2022-04-19 03:00:00,2,1,13,Guest 4238,SG,14074321,40,Female,+62-9835772,guest8500@example.com
246,2022-08-31,Suite,2500000,OTA-Traveloka,2022-09-03 14:00:00,2022-09-09 21:00:00,4,1,6,Guest 8428,ID,87269810,63,Female,+62-2370532,guest4785@example.com
247,2023-10-02,Presidential,3000000,OTA-Booking.com,2023-10-27 17:00:00,2023-11-06 02:00:00,1,1,9,Guest 4473,TH,17386985,49,Female,+62-5898445,guest6758@example.com
248,2021-10-28,Regular,1000000,OTA-Booking.com,2021-11-06 14:00:00,2021-11-18 01:00:00,3,1,11,Guest 1017,PH,96688045,47,Female,+62-6778348,guest2828@example.com
249,2024-02-17,Deluxe,1500000,OTA-Traveloka,2024-02-18 17:00:00,2024-02-20 01:00:00,2,0,1,Guest 3718,PH,64101098,36,Male,+62-9338472,guest6510@example.com
250,2020-01-22,Regular,1000000,OTA-Booking.com,2020-02-03 14:00:00,2020-02-14 00:00:00,2,2,10,Guest 6764,ID,23691721,34,Female,+62-5552611,guest6410@example.com
251,2022-07-01,Standard,500000,OTA-Booking.com,2022-07-30 18:00:00,2022-08-14 04:00:00,3,2,14,Guest 2870,MY,42042855,60,Female,+62-7794139,guest4793@example.com
252,2019-12-25,Regular,1000000,Group Travel Agent,2020-01-12 16:00:00,2020-01-19 00:00:00,1,1,6,Guest 9700,MY,52256512,47,Female,+62-7910832,guest4165@example.com
253,2021-06-29,Standard,500000,Group Travel Agent,2021-07-19 16:00:00,2021-07-30 03:00:00,1,0,10,Guest 4093,ID,82407652,30,Female,+62-6350636,guest8570@example.com
254,2022-07-30,Standard,500000,OTA-Traveloka,2022-08-03 17:00:00,2022-08-12 01:00:00,4,0,8,Guest 4680,ID,78393398,20,Male,+62-1531529,guest1797@example.com
255,2021-08-01,Suite,2500000,OTA-Tiket.com,2021-08-22 15:00:00,2021-08-28 22:00:00,2,2,6,Guest 3143,TH,42365920,44,Female,+62-7634615,guest9864@example.com
256,2023-03-21,Fancy,2000000,Walk-in,2023-03-31 17:00:00,2023-04-03 01:00:00,3,1,2,Guest 5339,MY,55148563,63,Male,+62-6726616,guest4431@example.com
257,2023-06-27,Presidential,3000000,OTA-Tiket.com,2023-07-24 18:00:00,2023-08-08 02:00:00,2,1,14,Guest 3293,MY,45214132,21,Female,+62-6277099,guest8971@example.com
258,2024-08-16,Suite,2500000,OTA-Tiket.com,2024-09-06 18:00:00,2024-09-08 02:00:00,4,1,1,Guest 4276,PH,16536840,48,Male,+62-7806495,guest8710@example.com
259,2020-02-26,Regular,1000000,OTA-Tiket.com,2020-03-13 16:00:00,2020-03-19 02:00:00,1,2,5,Guest 5908,ID,28312671,22,Female,+62-9223902,guest8412@example.com
260,2022-03-21,Presidential,3000000,OTA-Booking.com,2022-04-18 14:00:00,2022-04-26 22:00:00,4,2,8,Guest 6095,SG,55707186,42,Female,+62-5547493,guest9473@example.com
261,2020-01-22,Deluxe,1500000,OTA-Traveloka,2020-02-07 15:00:00,2020-02-16 01:00:00,2,2,8,Guest 4028,PH,43160425,24,Female,+62-8307026,guest2958@example.com
262,2022-02-18,Suite,2500000,Group Travel Agent,2022-03-07 17:00:00,2022-03-15 04:00:00,3,0,7,Guest 6176,MY,46596299,39,Female,+62-1466410,guest6162@example.com
263,2024-09-04,Regular,1000000,Walk-in,2024-09-09 16:00:00,2024-09-24 01:00:00,2,0,14,Guest 9131,ID,29737740,43,Female,+62-7624697,guest8774@example.com
264,2024-03-31,Family,1000000,OTA-Tiket.com,2024-04-02 16:00:00,2024-04-05 02:00:00,3,2,2,Guest 5575,ID,62407799,39,Female,+62-3433589,guest9400@example.com
265,2024-10-16,Regular,1000000,OTA-Traveloka,2024-10-30 18:00:00,2024-11-06 05:00:00,3,1,6,Guest 8979,ID,72002513,55,Female,+62-2381135,guest3276@example.com
266,2021-09-18,Standard,500000,OTA-Traveloka,2021-10-17 14:00:00,2021-10-18 22:00:00,4,0,1,Guest 8150,SG,87486842,65,Male,+62-1739481,guest4790@example.com
267,2024-01-07,Fancy,2000000,Walk-in,2024-01-27 16:00:00,2024-01-29 03:00:00,3,0,1,Guest 2013,SG,96565028,38,Female,+62-8234569,guest8302@example.com
268,2022-11-07,Fancy,2000000,OTA-Booking.com,2022-11-25 16:00:00,2022-12-03 23:00:00,4,1,8,Guest 7638,SG,48498325,42,Male,+62-6619922,guest9540@example.com
269,2022-06-06,Fancy,2000000,Group Travel Agent,2022-06-26 15:00:00,2022-07-04 00:00:00,4,2,7,Guest 2976,ID,41652388,23,Female,+62-8985711,guest7283@example.com
270,2021-08-31,Fancy,2000000,OTA-Tiket.com,2021-09-03 18:00:00,2021-09-14 05:00:00,4,2,10,Guest 5107,ID,71522966,34,Female,+62-3235022,guest3055@example.com
271,2024-12-04,Fancy,2000000,Group Travel Agent,2024-12-25 18:00:00,2024-12-27 02:00:00,2,2,1,Guest 8403,ID,74725487,37,Male,+62-7613202,guest6665@example.com
272,2023-11-14,Family,1000000,OTA-Tiket.com,2023-11-26 15:00:00,2023-12-09 22:00:00,4,0,13,Guest 9557,ID,11197099,21,Male,+62-3981759,guest7508@example.com
273,2022-03-24,Fancy,2000000,Walk-in,2022-04-19 14:00:00,2022-04-26 21:00:00,4,1,7,Guest 1221,TH,84949656,39,Female,+62-3227483,guest1546@example.com
274,2022-01-05,Suite,2500000,OTA-Traveloka,2022-01-13 14:00:00,2022-01-22 21:00:00,2,0,9,Guest 2003,TH,65842527,22,Male,+62-9989553,guest9949@example.com
275,2022-12-29,Family,1000000,OTA-Tiket.com,2023-01-20 16:00:00,2023-01-26 01:00:00,1,1,5,Guest 1046,MY,88807288,20,Female,+62-3525945,guest6868@example.com
276,2022-07-26,Suite,2500000,OTA-Tiket.com,2022-08-01 18:00:00,2022-08-15 01:00:00,3,2,13,Guest 4599,MY,71617158,52,Female,+62-9476778,guest5435@example.com
277,2022-12-22,Standard,500000,Group Travel Agent,2022-12-24 15:00:00,2022-12-31 02:00:00,2,1,6,Guest 5473,TH,30295487,45,Female,+62-4640889,guest1779@example.com
278,2024-10-17,Family,1000000,OTA-Traveloka,2024-11-11 18:00:00,2024-11-15 04:00:00,2,1,3,Guest 5810,ID,81227818,62,Female,+62-9770515,guest7180@example.com
279,2024-05-20,Deluxe,1500000,OTA-Booking.com,2024-05-21 15:00:00,2024-06-02 23:00:00,4,0,12,Guest 9759,SG,83433682,58,Male,+62-8994377,guest9705@example.com
280,2021-04-23,Deluxe,1500000,OTA-Booking.com,2021-05-06 17:00:00,2021-05-11 00:00:00,4,1,4,Guest 3399,TH,33436456,63,Male,+62-5600928,guest8520@example.com
281,2020-12-19,Family,1000000,Group Travel Agent,2020-12-27 18:00:00,2021-01-03 01:00:00,3,2,6,Guest 9690,SG,18459384,60,Male,+62-9803686,guest2009@example.com
282,2020-08-08,Suite,2500000,Group Travel Agent,2020-09-01 18:00:00,2020-09-03 03:00:00,1,0,1,Guest 6623,ID,76000743,40,Female,+62-9925986,guest8863@example.com
283,2023-02-11,Regular,1000000,Walk-in,2023-02-13 15:00:00,2023-02-17 00:00:00,3,2,3,Guest 9907,TH,62309607,54,Male,+62-6384317,guest7980@example.com
284,2021-08-17,Regular,1000000,Group Travel Agent,2021-09-10 15:00:00,2021-09-24 02:00:00,3,0,13,Guest 8672,SG,11885213,38,Male,+62-1467688,guest5256@example.com
285,2022-04-20,Deluxe,1500000,OTA-Booking.com,2022-04-21 18:00:00,2022-05-06 02:00:00,2,0,14,Guest 8963,PH,80131124,47,Male,+62-1609972,guest4728@example.com
286,2022-10-17,Presidential,3000000,Walk-in,2022-11-07 17:00:00,2022-11-11 02:00:00,3,1,3,Guest 8329,PH,98899722,31,Male,+62-9516165,guest9876@example.com
